away_team,away_score,home_team,home_score,id
PHI,29,CHI,14,400874547
HOU,0,NE,27,400874551
ARI,18,BUF,33,400874558
DEN,29,CIN,17,400874613
DET,27,GB,34,400874610
OAK,17,TEN,10,400874562
CLE,24,MIA,30,400874565
WSH,29,NYG,27,400874682
MIN,22,CAR,10,400874615
BAL,19,JAX,17,400874567
SF,18,SEA,37,400874620
LAR,37,TB,32,400874618
SD,22,IND,26,400874624
NYJ,3,KC,24,400874623
PIT,3,PHI,34,400874628
CHI,17,DAL,31,400874650
ATL,45,NO,32,400874653
MIA,7,CIN,22,400874655
IND,27,JAX,30,400874657
CAR,33,ATL,48,400874664
DET,14,CHI,17,400874668
BUF,16,NE,0,400874663
SEA,27,NYJ,17,400874662
CLE,20,WSH,31,400874660
OAK,28,BAL,27,400874666
TEN,20,HOU,27,400874658
DEN,27,TB,7,400874669
LAR,17,ARI,13,400874671
NO,35,SD,34,400874672
DAL,24,SF,17,400874674
KC,14,PIT,43,400874675
NYG,10,MIN,24,400874677
ARI,33,SF,21,400874483
NE,33,CLE,13,400874519
PHI,23,DET,24,400874533
CHI,23,IND,29,400874548
TEN,30,MIA,17,400874581
HOU,13,MIN,31,400874595
NYJ,13,PIT,31,400874602
WSH,16,BAL,10,400874590
ATL,23,DEN,16,400874607
CIN,14,DAL,28,400874630
SD,31,OAK,34,400874636
BUF,30,LAR,19,400874633
NYG,16,GB,23,400874640
TB,17,CAR,14,400874648
DEN,13,SD,21,400874693
SF,16,BUF,45,400874698
JAX,17,CHI,16,400874708
LAR,28,DET,31,400874709
CLE,26,TEN,28,400874703
PIT,15,MIA,30,400874730
CIN,17,NE,35,400874736
CAR,38,NO,41,400874707
BAL,23,NYG,27,400874705
PHI,20,WSH,27,400874701
KC,26,OAK,10,400874731
DAL,30,GB,16,400874733
ATL,24,SEA,26,400874732
IND,23,HOU,26,400874734
NYJ,3,ARI,28,400874735
CHI,10,GB,26,400874429
NYG,17,LAR,10,400874490
CLE,17,CIN,31,400874494
WSH,17,DET,20,400874496
IND,34,TEN,26,400874492
NO,21,KC,27,400874491
BUF,25,MIA,28,400874500
BAL,16,NYJ,24,400874501
MIN,10,PHI,21,400874493
OAK,33,JAX,16,400874498
SD,33,ATL,30,400874505
TB,34,SF,17,400874503
NE,27,PIT,16,400874506
SEA,6,ARI,6,400874508
HOU,9,DEN,27,400874509
JAX,22,TEN,36,400874553
WSH,27,CIN,27,400874555
NE,41,BUF,25,400874619
NYJ,31,CLE,28,400874612
KC,30,IND,14,400874557
SEA,20,NO,25,400874564
OAK,30,TB,24,400874561
ARI,20,CAR,30,400874625
DET,13,HOU,20,400874569
SD,19,DEN,27,400874622
GB,32,ATL,33,400874616
PHI,23,DAL,29,400874629
MIN,10,CHI,20,400874652
ATL,43,TB,28,400874605
DAL,35,CLE,10,400874599
JAX,14,KC,19,400874600
NYJ,23,MIA,27,400874601
DET,22,MIN,16,400874604
PHI,23,NYG,28,400874603
PIT,14,BAL,21,400874598
CAR,13,LAR,10,400874596
NO,41,SF,23,400874597
IND,31,GB,26,400874594
TEN,35,SD,43,400874593
DEN,20,OAK,30,400874592
BUF,25,SEA,31,400874591
CLE,7,BAL,28,400874589
GB,25,TEN,47,400874572
DEN,25,NO,23,400874586
LAR,9,NYJ,6,400874584
ATL,15,PHI,24,400874582
CHI,10,TB,36,400874578
MIN,20,WSH,26,400874576
KC,20,CAR,17,400874580
HOU,24,JAX,21,400874587
MIA,31,SD,24,400874544
SF,20,ARI,23,400874542
DAL,35,PIT,30,400874538
SEA,31,NE,24,400874536
CIN,20,NYG,21,400874531
NO,20,CAR,23,400874609
BUF,16,CIN,12,400874646
PIT,24,CLE,9,400874634
BAL,17,DAL,27,400874638
JAX,19,DET,26,400874641
TEN,17,IND,24,400874644
TB,19,KC,17,400874649
ARI,24,MIN,30,400874695
CHI,16,NYG,22,400874691
MIA,14,LAR,10,400874697
NE,30,SF,17,400874700
PHI,15,SEA,26,400874702
GB,24,WSH,42,400874704
HOU,20,OAK,27,400874706
MIN,13,DET,16,400874495
WSH,26,DAL,31,400874499
PIT,28,IND,7,400874502
ARI,19,ATL,38,400874566
JAX,21,BUF,28,400874554
TEN,27,CHI,21,400874507
NYG,27,CLE,13,400874614
SF,24,MIA,31,400874654
LAR,21,NO,49,400874626
CIN,14,BAL,19,400874560
SD,21,HOU,13,400874659
SEA,5,TB,14,400874665
CAR,32,OAK,35,400874670
NE,22,NYJ,17,400874680
KC,30,DEN,27,400874676
GB,27,PHI,13,400874684
DAL,17,MIN,15,400874713
KC,29,ATL,28,400874715
SF,6,CHI,26,400874723
PHI,14,CIN,32,400874721
HOU,13,GB,21,400874720
LAR,10,NE,26,400874718
DET,28,NO,13,400874717
DEN,20,JAX,10,400874719
MIA,6,BAL,38,400874722
BUF,24,OAK,38,400874724
WSH,23,ARI,31,400874726
NYG,14,PIT,24,400874725
TB,28,SD,21,400874727
CAR,7,SEA,40,400874728
IND,41,NYJ,10,400874729
OAK,13,KC,21,400874428
PIT,27,BUF,20,400874497
CIN,23,CLE,10,400874563
CHI,17,DET,20,400874568
DEN,10,TEN,13,400874504
HOU,22,IND,17,400874611
ARI,23,MIA,26,400874556
WSH,27,PHI,22,400874552
SD,16,CAR,28,400874559
MIN,25,JAX,16,400874617
NYJ,23,SF,17,400874621
SEA,10,GB,38,400874651
ATL,42,LAR,14,400874627
NO,11,TB,16,400874550
DAL,7,NYG,10,400874656
BAL,23,NE,30,400874661
LAR,3,SEA,24,400874667
MIA,34,NYJ,13,400874673
CLE,13,BUF,33,400874683
GB,30,CHI,27,400874678
PIT,24,CIN,20,400874714
TEN,19,KC,17,400874686
IND,34,MIN,6,400874688
DET,6,NYG,17,400874687
PHI,26,BAL,27,400874685
JAX,20,HOU,21,400874681
SF,13,ATL,41,400874710
NO,48,ARI,41,400874689
NE,16,DEN,3,400874711
OAK,19,SD,16,400874712
TB,20,DAL,26,400874679
CAR,26,WSH,15,400874716
NYG,19,PHI,24,400874485
MIA,34,BUF,31,400874489
WSH,41,CHI,21,400874534
SD,17,CLE,20,400874528
MIN,25,GB,38,400874523
NYJ,3,NE,41,400874516
ATL,33,CAR,16,400874540
TEN,17,JAX,38,400874521
IND,25,OAK,33,400874546
SF,22,LAR,21,400874575
TB,24,NO,31,400874513
ARI,34,SEA,31,400874571
CIN,10,HOU,12,400874579
BAL,27,PIT,31,400874583
DEN,10,KC,33,400874585
DET,21,DAL,42,400874588
BAL,10,CIN,27,400874608
HOU,17,TEN,24,400874632
JAX,20,IND,24,400874639
NE,35,MIA,14,400874642
CHI,10,MIN,38,400874643
BUF,10,NYJ,30,400874645
DAL,13,PHI,27,400874647
CLE,24,PIT,27,400874690
CAR,16,TB,17,400874635
NO,32,ATL,38,400874606
OAK,6,DEN,24,400874694
ARI,44,LAR,6,400874692
KC,37,SD,27,400874696
SEA,25,SF,23,400874699
NYG,19,WSH,10,400874631
GB,31,DET,24,400874637
KC,42,NE,27,400951566
NYJ,12,BUF,21,400951567
ATL,23,CHI,17,400951570
BAL,20,CIN,0,400951572
PIT,21,CLE,18,400951574
ARI,23,DET,35,400951576
OAK,26,TEN,16,400951584
PHI,30,WSH,17,400951592
JAX,29,HOU,7,400951580
IND,9,LAR,46,400951597
SEA,9,GB,17,400951601
CAR,23,SF,3,400951605
NYG,3,DAL,19,400951608
Tampa Bay,212,New Orleans,178,400951581
NO,19,MIN,29,400951612
LAC,21,DEN,24,400951615
HOU,13,CIN,9,400951620
ARI,16,IND,13,400951632
PHI,20,KC,27,400951636
NE,36,NO,20,400951639
MIN,9,PIT,26,400951643
CHI,7,TB,29,400951645
BUF,3,CAR,9,400951630
TEN,37,JAX,16,400951635
CLE,10,BAL,24,400951626
NYJ,20,OAK,45,400951669
MIA,19,LAC,17,400951666
DAL,17,DEN,42,400951673
WSH,27,LAR,20,400951674
SF,9,SEA,12,400951676
GB,23,ATL,34,400951679
DET,24,NYG,10,400951681
LAR,41,SF,39,400951568
BAL,7,JAX,44,400951579
DEN,16,BUF,26,400951583
PIT,17,CHI,23,400951590
ATL,30,DET,26,400951594
CLE,28,IND,31,400951599
TB,17,MIN,34,400951604
HOU,33,NE,36,400951607
MIA,6,NYJ,20,400951611
NYG,24,PHI,27,400951616
NO,34,CAR,13,400951587
SEA,27,TEN,33,400951623
CIN,24,GB,27,400951627
KC,24,LAC,10,400951634
OAK,10,WSH,27,400951644
DAL,28,ARI,17,400951668
CHI,14,GB,35,400951678
NO,20,MIA,0,400950241
BUF,23,ATL,17,400951685
CIN,31,CLE,7,400951712
LAR,35,DAL,30,400951716
DET,14,MIN,7,400951724
CAR,33,NE,30,400951727
JAX,20,NYJ,23,400951730
PIT,26,BAL,9,400951708
TEN,14,HOU,57,400951720
SF,15,ARI,18,400951735
PHI,26,LAC,24,400951738
NYG,23,TB,25,400951742
OAK,10,DEN,16,400951744
IND,18,SEA,46,400951747
WSH,20,KC,29,400951752
NE,19,TB,14,400951552
BUF,16,CIN,20,400951554
NYJ,17,CLE,14,400951556
CAR,27,DET,24,400951558
SF,23,IND,26,400951562
TEN,10,MIA,16,400951646
LAC,27,NYG,22,400951650
ARI,7,PHI,34,400951651
JAX,30,PIT,9,400951655
BAL,30,OAK,17,400951659
SEA,16,LAR,10,400951657
GB,35,DAL,31,400951661
KC,42,HOU,34,400951664
MIN,20,CHI,17,400951691
PHI,28,CAR,23,400951695
MIA,20,ATL,17,400951697
GB,10,MIN,23,400951702
DET,38,NO,52,400951704
NE,24,NYJ,17,400951766
SF,24,WSH,26,400951767
CHI,27,BAL,24,400951699
CLE,17,HOU,33,400951700
TB,33,ARI,38,400951770
LAR,27,JAX,17,400951773
PIT,19,KC,13,400951776
LAC,17,OAK,16,400951779
NYG,23,DEN,10,400951782
IND,22,TEN,36,400951785
KC,30,OAK,31,400951571
TB,27,BUF,30,400951575
CAR,3,CHI,17,400951578
TEN,12,CLE,9,400951582
NO,26,GB,17,400951585
JAX,27,IND,0,400951589
ARI,0,LAR,33,400951593
NYJ,28,MIA,31,400951598
BAL,16,MIN,24,400951603
DAL,40,SF,10,400951619
SEA,24,NYG,7,400951628
CIN,14,PIT,29,400951609
DEN,0,LAC,21,400951624
ATL,7,NE,23,400951638
WSH,24,PHI,34,400951641
MIA,0,BAL,40,400951670
MIN,33,CLE,16,400951683
OAK,14,BUF,34,400951706
IND,23,CIN,24,400951711
LAC,13,NE,21,400951715
CHI,12,NO,20,400951717
ATL,25,NYJ,20,400951721
SF,10,PHI,33,400951723
CAR,17,TB,3,400951725
HOU,38,SEA,41,400951729
DAL,33,WSH,19,400951732
PIT,20,DET,15,400951736
DEN,19,KC,29,400951737
BUF,21,NYJ,34,400951743
BAL,20,TEN,23,400951761
TB,10,NO,30,400951755
LAR,51,NYG,17,400951758
DEN,23,PHI,51,400951760
ATL,17,CAR,20,400951749
CIN,7,JAX,23,400951753
IND,20,HOU,14,400951751
ARI,20,SF,10,400951763
WSH,17,SEA,14,400951765
KC,17,DAL,28,400951786
OAK,27,MIA,24,400951787
DET,30,GB,17,400951790
SEA,22,ARI,16,400951553
NO,47,BUF,10,400951555
GB,23,CHI,16,400951559
CLE,24,DET,38,400951563
CIN,20,TEN,24,400951656
PIT,20,IND,17,400951565
NYJ,10,TB,15,400951653
MIN,38,WSH,30,400951658
LAC,17,JAX,20,400951648
HOU,7,LAR,33,400951663
DAL,7,ATL,27,400951686
NYG,21,SF,31,400951688
NE,41,DEN,16,400951690
MIA,21,CAR,45,400951693
TEN,17,PIT,40,400951698
DET,27,CHI,24,400951701
JAX,19,CLE,7,400951769
BAL,23,GB,0,400951703
TB,30,MIA,20,400981391
LAR,7,MIN,24,400951775
WSH,31,NO,34,400951780
KC,9,NYG,12,400951783
ARI,21,HOU,31,400951771
BUF,24,LAC,54,400951807
CIN,20,DEN,17,400951810
NE,33,OAK,8,400951815
PHI,37,DAL,9,400951817
ATL,34,SEA,31,400951818
MIN,30,DET,23,400951569
LAC,28,DAL,6,400951573
NYG,10,WSH,20,400951577
TB,20,ATL,34,400951586
CLE,16,CIN,30,400951588
TEN,20,IND,16,400951591
BUF,16,KC,10,400951595
MIA,17,NE,35,400951600
CAR,35,NYJ,27,400951606
CHI,3,PHI,31,400951610
SEA,24,SF,13,400951618
DEN,14,OAK,21,400951629
NO,20,LAR,26,400951614
JAX,24,ARI,27,400951622
GB,28,PIT,31,400951633
HOU,16,BAL,23,400951640
WSH,14,DAL,38,400951672
MIN,14,ATL,9,400951677
NE,23,BUF,3,400951684
SF,15,CHI,14,400951707
TB,20,GB,26,400951710
HOU,13,TEN,24,400951728
DEN,9,MIA,35,400951718
KC,31,NYJ,38,400951726
IND,10,JAX,30,400951713
DET,20,BAL,44,400951680
CLE,10,LAC,19,400951731
NYG,17,OAK,24,400951740
CAR,21,NO,31,400951722
LAR,32,ARI,16,400951733
PHI,10,SEA,24,400951746
PIT,23,CIN,20,400951754
NO,17,ATL,20,400951557
IND,7,BUF,13,400951560
CHI,33,CIN,7,400951564
GB,27,CLE,21,400951647
OAK,15,KC,26,400951654
DAL,30,NYG,10,400951692
DET,24,TB,21,400951660
MIN,24,CAR,31,400951561
SF,26,HOU,16,400951649
NYJ,0,DEN,23,400951665
TEN,7,ARI,12,400951662
WSH,13,LAC,30,400951687
PHI,43,LAR,35,400951689
SEA,24,JAX,30,400951652
BAL,38,PIT,39,400951694
NE,20,MIA,27,400951696
DEN,25,IND,13,400951705
CHI,10,DET,20,400951768
LAC,13,KC,30,400951772
MIA,16,BUF,24,400951774
BAL,27,CLE,10,400951778
CIN,7,MIN,34,400951784
NYJ,19,NO,31,400951806
PHI,34,NYG,29,400951808
ARI,15,WSH,20,400951809
GB,24,CAR,31,400951777
HOU,7,JAX,45,400951781
LAR,42,SEA,7,400951811
NE,27,PIT,24,400951812
TEN,23,SF,25,400951813
DAL,20,OAK,17,400951814
ATL,24,TB,21,400951816
IND,16,BAL,23,400951596
MIN,16,GB,0,400951602
CLE,3,CHI,20,400951617
DET,17,CIN,26,400951621
LAR,27,TEN,23,400951667
MIA,13,KC,29,400951625
BUF,16,NE,37,400951631
ATL,13,NO,23,400951637
LAC,14,NYJ,7,400951642
DEN,11,WSH,27,400951671
TB,19,CAR,22,400951613
JAX,33,SF,44,400951675
SEA,21,DAL,12,400951709
NYG,0,ARI,23,400951682
PIT,34,HOU,6,400951714
OAK,10,PHI,19,400951719
GB,11,DET,35,400951741
HOU,13,IND,22,400951745
CHI,10,MIN,23,400951750
NYJ,6,NE,26,400951756
WSH,10,NYG,18,400951757
DAL,6,PHI,0,400951759
CLE,24,PIT,28,400951762
CAR,10,ATL,22,400951734
KC,27,DEN,24,400951789
JAX,10,TEN,15,400951788
SF,34,LAR,13,400951792
BUF,22,MIA,16,400951748
OAK,10,LAC,30,400951791
ARI,26,SEA,24,400951793
NO,24,TB,31,400951764
CIN,31,BAL,27,400951739
ATL,12,PHI,18,401030710
PIT,21,CLE,21,401030718
CIN,34,IND,23,401030717
TEN,20,MIA,27,401030716
SF,16,MIN,24,401030715
HOU,20,NE,27,401030714
TB,48,NO,40,401030713
JAX,20,NYG,15,401030712
BUF,3,BAL,47,401030711
KC,38,LAC,28,401030720
SEA,24,DEN,27,401030721
WSH,24,ARI,6,401030725
DAL,8,CAR,16,401030723
CHI,23,GB,24,401030726
NYJ,48,DET,17,401030728
LAR,33,OAK,13,401030751
BAL,23,CIN,34,401030690
CAR,24,ATL,31,401030691
LAC,31,BUF,20,401030704
MIN,29,GB,29,401030705
HOU,17,TEN,20,401030694
CLE,18,NO,21,401030708
MIA,20,NYJ,12,401030700
KC,42,PIT,37,401030698
PHI,21,TB,27,401030696
IND,21,WSH,9,401030693
ARI,0,LAR,34,401030732
DET,27,SF,30,401030730
OAK,19,DEN,20,401030736
NE,20,JAX,31,401030733
NYG,13,DAL,20,401030738
SEA,17,CHI,24,401030739
NYJ,17,CLE,21,401030775
NO,43,ATL,37,401030777
SF,27,KC,38,401030795
OAK,20,MIA,28,401030787
BUF,27,MIN,6,401030784
IND,16,PHI,20,401030782
GB,17,WSH,31,401030781
CIN,21,CAR,31,401030790
TEN,9,JAX,6,401030794
DEN,14,BAL,27,401030788
NYG,27,HOU,22,401030791
LAC,23,LAR,35,401030798
CHI,16,ARI,14,401030801
DAL,13,SEA,24,401030799
NE,10,DET,26,401030802
PIT,30,TB,27,401030805
MIN,31,LAR,38,401030839
CIN,37,ATL,36,401030847
TB,10,CHI,48,401030846
DET,24,DAL,26,401030845
BUF,0,GB,22,401030844
PHI,23,TEN,26,401030842
HOU,37,IND,34,401030843
MIA,7,NE,38,401030841
NYJ,12,JAX,31,401030840
CLE,42,OAK,45,401030930
SEA,20,ARI,17,401030848
NO,33,NYG,18,401030931
SF,27,LAC,29,401030932
BAL,26,PIT,14,401030933
KC,27,DEN,23,401030934
IND,24,NE,38,401030697
TEN,12,BUF,13,401030702
MIA,17,CIN,27,401030785
BAL,9,CLE,12,401030770
GB,23,DET,31,401030745
JAX,14,KC,30,401030741
DEN,16,NYJ,34,401030734
ATL,17,PIT,41,401030709
NYG,31,CAR,33,401030778
OAK,10,LAC,26,401030793
MIN,23,PHI,21,401030803
ARI,28,SF,18,401030797
LAR,33,SEA,31,401030808
DAL,16,HOU,19,401030831
WSH,19,NO,43,401030834
PHI,34,NYG,13,401030692
TB,29,ATL,34,401030695
PIT,28,CIN,21,401030743
LAC,38,CLE,14,401030746
SEA,27,OAK,3,401030706
CHI,28,MIA,31,401030771
ARI,17,MIN,27,401030742
IND,34,NYJ,42,401030737
CAR,17,WSH,23,401030701
BUF,13,HOU,20,401030748
LAR,23,DEN,20,401030773
JAX,7,DAL,40,401030776
BAL,21,TEN,0,401030774
KC,40,NE,43,401030779
SF,30,GB,33,401030783
DEN,45,ARI,10,401030800
TEN,19,LAC,20,401030792
NE,38,CHI,31,401030832
BUF,5,IND,37,401030833
DET,32,MIA,21,401030830
MIN,37,NYJ,17,401030809
CAR,21,PHI,17,401030807
CLE,23,TB,26,401030806
HOU,20,JAX,7,401030835
NO,24,BAL,23,401030836
LAR,39,SF,10,401030838
DAL,17,WSH,20,401030837
CIN,10,KC,45,401030804
NYG,20,ATL,23,401030796
MIA,23,HOU,42,401030703
PHI,24,JAX,18,401030699
NYJ,10,CHI,24,401030747
TB,34,CIN,37,401030744
SEA,28,DET,14,401030740
DEN,23,KC,30,401030707
WSH,20,NYG,13,401030735
CLE,18,PIT,33,401030731
BAL,21,CAR,36,401030849
IND,42,OAK,28,401030749
GB,27,LAR,29,401030780
SF,15,ARI,18,401030772
NO,30,MIN,20,401030786
NE,25,BUF,6,401030789
OAK,3,SF,34,401030767
CHI,41,BUF,9,401030769
KC,37,CLE,21,401030814
NYJ,6,MIA,13,401030816
DET,9,MIN,24,401030822
ATL,38,WSH,14,401030826
TB,28,CAR,42,401030811
PIT,23,BAL,16,401030819
HOU,19,DEN,17,401030829
LAC,25,SEA,17,401030852
LAR,35,NO,45,401030855
GB,17,NE,31,401030858
TEN,28,DAL,14,401030862
CAR,21,PIT,52,401030729
DET,22,CHI,34,401030810
NO,51,CIN,14,401030752
ATL,16,CLE,28,401030754
NE,10,TEN,34,401030821
JAX,26,IND,29,401030766
ARI,14,KC,26,401030815
BUF,41,NYJ,10,401030853
WSH,16,TB,3,401030828
LAC,20,OAK,6,401030859
MIA,12,GB,31,401030756
SEA,31,LAR,36,401030865
DAL,27,PHI,20,401030869
NYG,27,SF,23,401030873
GB,24,SEA,27,401030878
DAL,22,ATL,19,401030929
CAR,19,DET,20,401030910
TEN,10,IND,38,401030922
TB,35,NYG,38,401030952
HOU,23,WSH,21,401030966
PIT,20,JAX,16,401030971
CIN,21,BAL,24,401030894
OAK,23,ARI,21,401030970
DEN,23,LAC,22,401030969
PHI,7,NO,48,401030963
MIN,20,CHI,25,401030903
KC,51,LAR,54,401030972
CHI,23,DET,16,401030905
WSH,23,DAL,31,401030925
ATL,17,NO,31,401030923
JAX,21,BUF,24,401030919
CLE,35,CIN,20,401030921
NE,27,NYJ,13,401030904
NYG,22,PHI,25,401030914
SF,9,TB,27,401030902
SEA,30,CAR,27,401030920
OAK,17,BAL,34,401030916
ARI,10,LAC,45,401030912
PIT,17,DEN,24,401030911
MIA,24,IND,27,401030906
GB,17,MIN,24,401030908
TEN,17,HOU,34,401030762
NO,10,DAL,13,401030899
BAL,26,ATL,16,401030928
DEN,24,CIN,10,401030955
LAR,30,DET,16,401030957
ARI,20,GB,17,401030965
BUF,17,MIA,21,401030954
CHI,27,NYG,30,401030953
CAR,17,TB,24,401030968
IND,0,JAX,6,401030962
CLE,13,HOU,29,401030964
NYJ,22,TEN,26,401030960
KC,40,OAK,33,401030935
MIN,10,NE,24,401030959
SF,16,SEA,43,401030958
LAC,33,PIT,30,401030951
WSH,13,PHI,28,401030871
JAX,9,TEN,30,401030724
NYJ,27,BUF,23,401030750
CAR,20,CLE,26,401030823
ATL,20,GB,34,401030825
BAL,24,KC,27,401030764
NE,33,MIA,34,401030761
NO,28,TB,14,401030758
NYG,40,WSH,16,401030753
IND,24,HOU,21,401030813
CIN,21,LAC,26,401030851
DEN,14,SF,20,401030827
PHI,23,DAL,29,401030854
PIT,21,OAK,24,401030863
DET,17,ARI,3,401030860
LAR,6,CHI,15,401030817
MIN,7,SEA,21,401030867
LAC,29,KC,28,401030874
HOU,29,NYJ,22,401030891
CLE,17,DEN,16,401030876
ARI,14,ATL,40,401030900
DET,13,BUF,14,401030896
GB,17,CHI,24,401030893
OAK,16,CIN,30,401030909
DAL,0,IND,23,401030927
MIA,17,MIN,41,401030918
TEN,17,NYG,0,401030915
WSH,16,JAX,13,401030924
TB,12,BAL,20,401030898
SEA,23,SF,26,401030950
NE,10,PIT,17,401030956
PHI,30,LAR,23,401030961
NO,12,CAR,9,401030967
WSH,16,TEN,25,401030868
BAL,22,LAC,10,401030897
CIN,18,CLE,26,401030872
TB,20,DAL,27,401030875
MIN,27,DET,9,401030877
NYG,27,IND,28,401030861
JAX,17,MIA,7,401030866
BUF,12,NE,24,401030892
GB,44,NYJ,38,401030870
HOU,30,PHI,32,401030864
ATL,24,CAR,10,401030895
LAR,31,ARI,9,401030907
CHI,14,SF,9,401030901
PIT,28,NO,31,401030913
KC,31,SEA,38,401030917
DEN,14,OAK,27,401030926
MIA,17,BUF,42,401030722
DET,31,GB,0,401030757
NYJ,3,NE,38,401030765
CAR,33,NO,14,401030768
DAL,36,NYG,35,401030812
ATL,34,TB,32,401030820
JAX,3,HOU,20,401030759
LAC,23,DEN,9,401030824
OAK,3,KC,35,401030760
SF,32,LAR,48,401030850
CHI,24,MIN,10,401030763
CIN,13,PIT,16,401030818
ARI,24,SEA,27,401030856
PHI,24,WSH,0,401030727
CLE,24,BAL,26,401030719
IND,33,TEN,17,401030755
GB,10,CHI,3,401127913
TEN,43,CLE,13,401127928
BAL,59,MIA,10,401127954
ATL,12,MIN,28,401127961
BUF,17,NYJ,16,401127963
WSH,27,PHI,32,401127968
LAR,30,CAR,27,401127923
KC,40,JAX,26,401127931
IND,24,LAC,30,401127972
CIN,20,SEA,21,401127995
NYG,17,DAL,35,401128007
DET,27,ARI,27,401127999
SF,31,TB,17,401128010
PIT,3,NE,33,401127860
HOU,28,NO,30,401128021
DEN,16,OAK,24,401128025
TB,20,CAR,14,401128054
SF,41,CIN,17,401128066
LAC,10,DET,13,401128072
MIN,16,GB,21,401128098
IND,19,TEN,17,401128114
NE,43,MIA,0,401127862
BUF,28,NYG,14,401128106
SEA,28,PIT,26,401128110
DAL,31,WSH,21,401128115
ARI,17,BAL,23,401128061
JAX,12,HOU,13,401128101
KC,28,OAK,10,401128118
CHI,16,DEN,14,401128120
NO,9,LAR,27,401128122
PHI,20,ATL,24,401128124
CLE,23,NYJ,3,401128127
TEN,7,JAX,20,401127859
CIN,17,BUF,21,401127915
MIA,6,DAL,31,401127921
DEN,16,GB,27,401127925
ATL,24,IND,27,401127929
BAL,28,KC,33,401127953
OAK,14,MIN,34,401127956
NYJ,14,NE,30,401127861
DET,27,PHI,24,401127959
CAR,38,ARI,20,401127962
NYG,32,TB,31,401127966
HOU,27,LAC,20,401127970
PIT,20,SF,24,401127998
NO,33,SEA,27,401127993
LAR,20,CLE,13,401128125
CHI,31,WSH,15,401128003
PHI,34,GB,27,401127863
TEN,24,ATL,10,401128016
NE,16,BUF,10,401127866
KC,34,DET,30,401128023
OAK,31,IND,24,401128030
LAC,30,MIA,10,401128055
WSH,3,NYG,24,401128059
CLE,40,BAL,25,401128018
CAR,16,HOU,10,401128026
TB,55,LAR,40,401128069
SEA,27,ARI,10,401128064
MIN,6,CHI,16,401128093
JAX,26,DEN,24,401128097
DAL,10,NO,12,401128102
CIN,3,PIT,27,401128109
LAR,29,SEA,30,401127927
ARI,26,CIN,23,401127958
BUF,14,TEN,7,401128014
CHI,21,OAK,24,401128001
TB,24,NO,31,401127965
MIN,28,NYG,10,401127971
NYJ,6,PHI,31,401128006
BAL,26,PIT,23,401128011
NE,33,WSH,7,401127864
JAX,27,CAR,34,401127932
ATL,32,HOU,53,401127960
DEN,20,LAC,13,401128019
GB,34,DAL,24,401128029
IND,19,KC,13,401128053
CLE,3,SF,31,401128062
NYG,14,NE,35,401127917
CAR,37,TB,26,401128096
SEA,32,CLE,28,401128111
HOU,31,KC,24,401128119
WSH,17,MIA,16,401128121
PHI,20,MIN,38,401128123
NO,13,JAX,6,401128116
CIN,17,BAL,23,401128105
SF,20,LAR,7,401128128
ATL,33,ARI,34,401128126
TEN,0,DEN,16,401128129
DAL,22,NYJ,24,401128130
PIT,24,LAC,17,401128131
DET,22,GB,23,401128132
KC,30,DEN,6,401127902
LAR,37,ATL,10,401127940
MIA,21,BUF,31,401127942
JAX,27,CIN,17,401127945
MIN,42,DET,30,401127947
OAK,24,GB,42,401127949
HOU,23,IND,30,401127951
ARI,27,NYG,21,401127974
SF,9,WSH,0,401127977
LAC,20,TEN,23,401127979
NO,36,CHI,25,401127982
BAL,30,SEA,16,401127985
PHI,10,DAL,37,401127987
NE,33,NYJ,0,401127894
WSH,9,MIN,19,401127905
SEA,27,ATL,20,401128035
PHI,31,BUF,13,401128037
LAC,17,CHI,16,401128039
NYG,26,DET,31,401128042
TB,23,TEN,27,401128048
DEN,13,IND,15,401128051
CIN,10,LAR,24,401127912
ARI,9,NO,31,401128046
NYJ,15,JAX,29,401128045
CAR,13,SF,51,401128050
CLE,13,NE,27,401127895
OAK,24,HOU,27,401128043
GB,31,KC,24,401128073
MIA,14,PIT,27,401128074
SF,28,ARI,25,401127908
HOU,26,JAX,3,401127936
WSH,9,BUF,24,401128076
MIN,23,KC,26,401128079
NYJ,18,MIA,26,401128080
CHI,14,PHI,22,401128082
IND,24,PIT,26,401128083
TEN,20,CAR,30,401128078
DET,24,OAK,31,401128085
TB,34,SEA,40,401128087
CLE,19,DEN,24,401128088
GB,11,LAC,26,401128090
NE,20,BAL,37,401127899
DAL,37,NYG,18,401128091
LAC,24,OAK,26,401127907
DET,13,CHI,20,401127911
BAL,49,CIN,13,401127934
BUF,16,CLE,19,401127939
KC,32,TEN,35,401127981
ATL,26,NO,9,401127948
NYG,27,NYJ,34,401127952
ARI,27,TB,30,401127976
MIA,16,IND,12,401127986
CAR,16,GB,24,401127944
LAR,12,PIT,17,401127989
MIN,28,DAL,24,401128041
SEA,27,SF,24,401127992
PIT,7,CLE,21,401128044
DAL,35,DET,27,401128052
JAX,13,IND,33,401128075
BUF,37,MIA,20,401128077
DEN,23,MIN,27,401128081
NO,34,TB,17,401128084
NYJ,34,WSH,17,401128086
ATL,29,CAR,3,401128049
HOU,7,BAL,41,401128047
ARI,26,SF,36,401128089
CIN,10,OAK,17,401128092
NE,17,PHI,10,401127897
