away_team,away_score,home_team,home_score,id
CHI,15,GB,21,290913009
BUF,24,NE,25,290914017
SD,24,OAK,20,290914013
CAR,20,ATL,28,290920001
MIN,27,DET,13,290920008
CIN,31,GB,24,290920009
HOU,34,TEN,31,290920010
OAK,13,KC,10,290920012
NE,9,NYJ,16,290920020
NO,48,PHI,22,290920021
STL,7,WSH,9,290920028
ARI,31,JAX,17,290920030
TB,20,BUF,33,290920002
SEA,10,SF,23,290920025
PIT,14,CHI,17,290920003
CLE,6,DEN,27,290920007
BAL,31,SD,26,290920024
NYG,33,DAL,31,290920006
IND,27,MIA,23,290921015
WSH,14,DET,19,290927008
GB,36,STL,17,290927014
SF,24,MIN,27,290927016
ATL,10,NE,26,290927017
TEN,17,NYJ,24,290927020
KC,14,PHI,34,290927021
NYG,24,TB,0,290927027
CLE,3,BAL,34,290927033
JAX,31,HOU,24,290927034
NO,27,BUF,7,290927002
CHI,25,SEA,19,290927026
PIT,20,CIN,23,290927004
DEN,23,OAK,3,290927013
MIA,13,SD,23,290927024
IND,31,ARI,10,290927022
CAR,7,DAL,21,290928006
DET,24,CHI,48,291004003
CIN,23,CLE,20,291004005
SEA,17,IND,34,291004011
NYG,27,KC,16,291004012
BAL,21,NE,27,291004017
TB,13,WSH,16,291004028
TEN,17,JAX,37,291004030
OAK,6,HOU,29,291004034
BUF,10,MIA,38,291004015
NYJ,10,NO,24,291004018
DAL,10,DEN,17,291004007
STL,0,SF,35,291004025
SD,28,PIT,38,291004023
GB,23,MIN,30,291005016
CLE,6,BUF,3,291011002
PIT,28,DET,20,291011008
DAL,26,KC,20,291011012
MIN,38,STL,10,291011014
OAK,7,NYG,44,291011019
TB,14,PHI,33,291011021
WSH,17,CAR,20,291011029
CIN,17,BAL,14,291011033
ATL,45,SF,10,291011025
NE,17,DEN,20,291011007
HOU,21,ARI,28,291011022
JAX,0,SEA,41,291011026
IND,31,TEN,9,291011010
NYJ,27,MIA,31,291012015
HOU,28,CIN,17,291018004
DET,0,GB,26,291018009
BAL,31,MIN,33,291018016
NYG,27,NO,48,291018018
CLE,14,PIT,27,291018023
CAR,28,TB,21,291018027
KC,14,WSH,6,291018028
STL,20,JAX,23,291018030
PHI,9,OAK,13,291018013
ARI,27,SEA,3,291018026
TEN,0,NE,59,291018017
BUF,16,NYJ,13,291018020
CHI,14,ATL,21,291018001
DEN,34,SD,23,291019024
GB,31,CLE,3,291025005
SD,37,KC,7,291025012
IND,42,STL,6,291025014
MIN,17,PIT,27,291025023
NE,35,TB,7,291025027
SF,21,HOU,24,291025034
NYJ,38,OAK,0,291025013
BUF,20,CAR,9,291025029
CHI,10,CIN,45,291025004
ATL,21,DAL,37,291025006
NO,46,MIA,34,291025015
ARI,24,NYG,17,291025019
PHI,27,WSH,17,291026028
HOU,31,BUF,10,291101002
CLE,6,CHI,30,291101003
SEA,17,DAL,38,291101006
STL,17,DET,10,291101008
SF,14,IND,18,291101011
MIA,30,NYJ,25,291101020
NYG,17,PHI,40,291101021
DEN,7,BAL,30,291101033
JAX,13,TEN,30,291101010
OAK,16,SD,24,291101024
MIN,38,GB,26,291101009
CAR,34,ARI,21,291101022
ATL,27,NO,35,291102018
WSH,17,ATL,31,291108001
ARI,41,CHI,21,291108003
BAL,7,CIN,17,291108004
HOU,17,IND,20,291108011
MIA,17,NE,27,291108017
GB,28,TB,38,291108027
KC,21,JAX,24,291108030
CAR,20,NO,30,291108018
DET,20,SEA,32,291108026
SD,21,NYG,20,291108019
TEN,34,SF,27,291108025
DAL,20,PHI,16,291108021
PIT,28,DEN,10,291109007
CHI,6,SF,10,291112025
BUF,17,TEN,41,291115010
NO,28,STL,23,291115014
TB,23,MIA,25,291115015
DET,10,MIN,27,291115016
JAX,24,NYJ,22,291115020
CIN,18,PIT,12,291115023
DEN,17,WSH,27,291115028
ATL,19,CAR,28,291115029
KC,16,OAK,10,291115013
DAL,7,GB,17,291115009
SEA,20,ARI,31,291115022
PHI,23,SD,31,291115024
NE,34,IND,35,291115011
BAL,16,CLE,0,291116005
MIA,24,CAR,17,291119029
WSH,6,DAL,7,291122006
CLE,37,DET,38,291122008
SF,24,GB,30,291122009
PIT,24,KC,27,291122012
SEA,9,MIN,35,291122016
ATL,31,NYG,34,291122019
NO,38,TB,7,291122027
BUF,15,JAX,18,291122030
IND,17,BAL,15,291122033
ARI,21,STL,13,291122014
SD,32,DEN,3,291122007
CIN,17,OAK,20,291122013
NYJ,14,NE,31,291122017
PHI,24,CHI,20,291122003
TEN,20,HOU,17,291123034
GB,34,DET,12,291126008
OAK,7,DAL,24,291126006
NYG,6,DEN,26,291126007
TB,17,ATL,20,291129001
MIA,14,BUF,31,291129002
CLE,7,CIN,16,291129004
SEA,27,STL,17,291129014
CAR,6,NYJ,17,291129020
WSH,24,PHI,27,291129021
IND,35,HOU,27,291129034
KC,14,SD,43,291129024
JAX,3,SF,20,291129025
ARI,17,TEN,20,291129010
CHI,10,MIN,36,291129016
PIT,17,BAL,20,291129033
NE,17,NO,38,291130018
NYJ,19,BUF,13,291203002
PHI,34,ATL,7,291206001
STL,9,CHI,17,291206003
DET,13,CIN,23,291206004
TEN,17,IND,27,291206011
DEN,44,KC,13,291206012
NE,21,MIA,22,291206015
OAK,27,PIT,24,291206023
NO,33,WSH,30,291206028
TB,6,CAR,16,291206029
HOU,18,JAX,23,291206030
SD,30,CLE,23,291206005
DAL,24,NYG,31,291206019
SF,17,SEA,20,291206026
MIN,17,ARI,30,291206022
BAL,14,GB,27,291207009
PIT,6,CLE,13,291210005
NO,26,ATL,23,291213001
GB,21,CHI,14,291213003
DEN,16,IND,28,291213011
BUF,16,KC,10,291213012
CIN,10,MIN,30,291213016
CAR,10,NE,20,291213017
NYJ,26,TB,3,291213027
MIA,14,JAX,10,291213030
DET,3,BAL,48,291213033
SEA,7,HOU,34,291213034
STL,7,TEN,47,291213010
WSH,34,OAK,13,291213013
SD,20,DAL,17,291213006
PHI,45,NYG,38,291213019
ARI,9,SF,24,291214025
IND,35,JAX,31,291217030
DAL,24,NO,17,291219018
NE,17,BUF,10,291220002
ARI,31,DET,24,291220008
MIA,24,TEN,27,291220010
CLE,41,KC,34,291220012
HOU,16,STL,13,291220014
ATL,10,NYJ,7,291220020
OAK,20,DEN,19,291220007
CIN,24,SD,27,291220024
SF,13,PHI,27,291220021
GB,36,PIT,37,291220023
TB,24,SEA,7,291220026
CHI,7,BAL,31,291220033
MIN,7,CAR,26,291220029
NYG,45,WSH,12,291221028
SD,42,TEN,17,291225010
BUF,3,ATL,31,291227001
KC,10,CIN,17,291227004
OAK,9,CLE,23,291227005
SEA,10,GB,48,291227009
HOU,27,MIA,20,291227015
JAX,7,NE,35,291227017
TB,20,NO,17,291227018
CAR,41,NYG,9,291227019
BAL,20,PIT,23,291227023
STL,10,ARI,31,291227022
DET,6,SF,20,291227025
NYJ,29,IND,15,291227011
DEN,27,PHI,30,291227021
DAL,17,WSH,0,291227028
MIN,30,CHI,36,291228003
IND,7,BUF,30,300103002
JAX,17,CLE,23,300103005
CHI,37,DET,23,300103008
SF,28,STL,6,300103014
PIT,30,MIA,24,300103015
NYG,7,MIN,44,300103016
ATL,20,TB,10,300103027
NO,10,CAR,23,300103029
NE,27,HOU,34,300103034
PHI,0,DAL,24,300103006
KC,44,DEN,24,300103007
BAL,21,OAK,13,300103013
GB,33,ARI,7,300103022
WSH,20,SD,23,300103024
TEN,17,SEA,13,300103026
CIN,0,NYJ,37,300103020
MIN,9,NO,14,300909018
MIA,15,BUF,10,300912002
DET,14,CHI,19,300912003
OAK,13,TEN,38,300912010
CIN,24,NE,38,300912017
CAR,18,NYG,31,300912019
ATL,9,PIT,15,300912023
CLE,14,TB,17,300912027
DEN,17,JAX,24,300912030
IND,24,HOU,34,300912034
ARI,17,STL,13,300912014
GB,27,PHI,20,300912021
SF,6,SEA,31,300912026
DAL,7,WSH,13,300912028
BAL,10,NYJ,9,300913020
SD,14,KC,21,300913012
ARI,7,ATL,41,300919001
BAL,10,CIN,15,300919004
KC,16,CLE,14,300919005
CHI,27,DAL,20,300919006
PHI,35,DET,32,300919008
BUF,7,GB,34,300919009
PIT,19,TEN,11,300919010
MIA,14,MIN,10,300919016
TB,20,CAR,7,300919029
SEA,14,DEN,31,300919007
STL,14,OAK,16,300919013
NE,14,NYJ,28,300919020
JAX,13,SD,38,300919024
HOU,30,WSH,27,300919028
NYG,14,IND,38,300919011
NO,25,SF,22,300920025
SF,10,KC,31,300926012
DET,10,MIN,24,300926016
BUF,30,NE,38,300926017
ATL,27,NO,24,300926018
TEN,29,NYG,10,300926019
PIT,38,TB,13,300926027
CIN,20,CAR,7,300926029
CLE,17,BAL,24,300926033
DAL,27,HOU,13,300926034
WSH,16,STL,30,300926014
PHI,28,JAX,3,300926030
IND,27,DEN,13,300926007
OAK,23,ARI,24,300926022
SD,20,SEA,27,300926026
NYJ,31,MIA,23,300926015
GB,17,CHI,20,300927003
SF,14,ATL,16,301003001
NYJ,38,BUF,14,301003002
CIN,20,CLE,23,301003005
DET,26,GB,28,301003009
DEN,26,TEN,20,301003010
SEA,3,STL,20,301003014
CAR,14,NO,16,301003018
BAL,17,PIT,14,301003023
HOU,31,OAK,24,301003013
IND,28,JAX,31,301003030
WSH,17,PHI,12,301003021
ARI,10,SD,41,301003024
CHI,3,NYG,17,301003019
NE,41,MIA,14,301004015
JAX,36,BUF,26,301010002
TB,24,CIN,21,301010004
ATL,20,CLE,10,301010005
STL,6,DET,44,301010008
KC,9,IND,19,301010011
GB,13,WSH,16,301010028
CHI,23,CAR,6,301010029
DEN,17,BAL,31,301010033
NYG,34,HOU,10,301010034
NO,20,ARI,30,301010022
TEN,34,DAL,27,301010006
SD,27,OAK,35,301010013
PHI,27,SF,24,301010025
MIN,20,NYJ,29,301011020
SEA,23,CHI,20,301017003
MIA,23,GB,20,301017009
SD,17,STL,20,301017014
BAL,20,NE,23,301017017
DET,20,NYG,28,301017019
ATL,17,PHI,31,301017021
CLE,10,PIT,28,301017023
NO,31,TB,6,301017027
KC,31,HOU,35,301017034
NYJ,24,DEN,20,301017007
OAK,9,SF,17,301017025
DAL,21,MIN,24,301017016
IND,27,WSH,24,301017028
TEN,30,JAX,3,301018030
CIN,32,ATL,39,301024001
WSH,17,CHI,14,301024003
PHI,19,TEN,37,301024010
JAX,20,KC,42,301024012
PIT,23,MIA,22,301024015
CLE,30,NO,17,301024018
STL,17,TB,18,301024027
SF,20,CAR,23,301024029
BUF,34,BAL,37,301024033
ARI,10,SEA,22,301024026
OAK,59,DEN,14,301024007
NE,23,SD,20,301024024
MIN,24,GB,28,301024009
NYG,41,DAL,35,301025006
MIA,22,CIN,14,301031004
JAX,35,DAL,17,301031006
WSH,25,DET,37,301031008
BUF,10,KC,13,301031012
CAR,10,STL,20,301031014
GB,9,NYJ,0,301031020
DEN,16,SF,24,301031025
TEN,25,SD,33,301031024
SEA,3,OAK,33,301031013
MIN,18,NE,28,301031017
TB,38,ARI,35,301031022
PIT,10,NO,20,301031018
HOU,17,IND,30,301101011
TB,21,ATL,27,301107001
CHI,22,BUF,19,301107002
NE,14,CLE,34,301107005
NYJ,23,DET,20,301107008
ARI,24,MIN,27,301107016
NO,34,CAR,3,301107029
MIA,10,BAL,26,301107033
SD,29,HOU,23,301107034
NYG,41,SEA,7,301107026
KC,20,OAK,23,301107013
IND,24,PHI,26,301107021
DAL,7,GB,45,301107009
PIT,27,CIN,21,301108004
BAL,21,ATL,26,301111001
DET,12,BUF,14,301114002
MIN,13,CHI,27,301114003
NYJ,26,CLE,20,301114005
CIN,17,IND,23,301114011
TEN,17,MIA,29,301114015
CAR,16,TB,31,301114027
HOU,24,JAX,31,301114030
KC,29,DEN,49,301114007
DAL,33,NYG,20,301114019
SEA,36,ARI,18,301114022
STL,20,SF,23,301114025
NE,39,PIT,26,301114023
PHI,59,WSH,28,301115028
CHI,16,MIA,0,301118015
BUF,49,CIN,31,301121004
DET,19,DAL,35,301121006
WSH,19,TEN,16,301121010
ARI,13,KC,31,301121012
GB,31,MIN,3,301121016
HOU,27,NYJ,30,301121020
OAK,3,PIT,35,301121023
BAL,37,CAR,13,301121029
CLE,20,JAX,24,301121030
ATL,34,STL,17,301121014
SEA,19,NO,34,301121018
TB,21,SF,0,301121025
IND,28,NE,31,301121017
NYG,17,PHI,27,301121021
DEN,14,SD,35,301122024
NE,45,DET,24,301125008
NO,30,DAL,27,301125006
CIN,10,NYJ,26,301125020
GB,17,ATL,20,301128001
PIT,19,BUF,16,301128002
CAR,23,CLE,24,301128005
JAX,20,NYG,24,301128019
MIN,17,WSH,13,301128028
TEN,0,HOU,20,301128034
MIA,33,OAK,17,301128013
KC,42,SEA,24,301128026
PHI,26,CHI,31,301128003
STL,36,DEN,33,301128007
TB,10,BAL,17,301128033
SD,36,IND,14,301128011
SF,27,ARI,6,301129022
HOU,24,PHI,34,301202021
NO,34,CIN,30,301205004
CHI,24,DET,20,301205008
SF,16,GB,34,301205009
JAX,17,TEN,6,301205010
DEN,6,KC,10,301205012
CLE,13,MIA,10,301205015
BUF,14,MIN,38,301205016
WSH,7,NYG,31,301205019
OAK,28,SD,13,301205024
DAL,38,IND,35,301205011
STL,19,ARI,6,301205022
CAR,14,SEA,31,301205026
ATL,28,TB,24,301205027
PIT,13,BAL,10,301205033
NYJ,3,NE,45,301206017
IND,30,TEN,28,301209010
CLE,6,BUF,13,301212002
GB,3,DET,7,301212008
CIN,7,PIT,23,301212023
TB,17,WSH,16,301212028
ATL,31,CAR,10,301212029
OAK,31,JAX,38,301212030
STL,13,NO,31,301212018
SEA,21,SF,40,301212025
NE,36,CHI,7,301212003
MIA,10,NYJ,6,301212020
DEN,13,ARI,43,301212022
KC,0,SD,31,301212024
PHI,30,DAL,27,301212006
NYG,21,MIN,3,301213016
BAL,34,HOU,28,301213034
SF,7,SD,34,301216024
CLE,17,CIN,19,301219004
WSH,30,DAL,33,301219006
HOU,17,TEN,31,301219010
JAX,24,IND,34,301219011
KC,27,STL,13,301219014
BUF,17,MIA,14,301219015
PHI,38,NYG,31,301219019
DET,23,TB,20,301219027
ARI,12,CAR,19,301219029
NO,24,BAL,30,301219033
ATL,34,SEA,18,301219026
DEN,23,OAK,39,301219013
NYJ,22,PIT,17,301219023
GB,27,NE,31,301219017
CHI,40,MIN,14,301220016
CAR,3,PIT,27,301223023
DAL,26,ARI,27,301225022
NE,34,BUF,3,301226002
NYJ,34,CHI,38,301226003
BAL,20,CLE,10,301226005
TEN,14,KC,34,301226012
SF,17,STL,25,301226014
DET,34,MIA,27,301226015
WSH,20,JAX,17,301226030
SD,20,CIN,34,301226004
HOU,23,DEN,24,301226007
IND,31,OAK,26,301226013
NYG,17,GB,45,301226009
SEA,15,TB,38,301226027
NO,17,ATL,14,301227001
CAR,10,ATL,31,310102001
PIT,41,CLE,9,310102005
MIN,13,DET,20,310102008
OAK,31,KC,10,310102012
MIA,7,NE,38,310102017
TB,23,NO,13,310102018
BUF,7,NYJ,38,310102020
CIN,7,BAL,13,310102033
SD,33,DEN,28,310102007
CHI,3,GB,10,310102009
TEN,20,IND,23,310102011
DAL,14,PHI,13,310102021
ARI,7,SF,38,310102025
NYG,17,WSH,14,310102028
JAX,17,HOU,34,310102034
STL,6,SEA,16,310102026
NO,34,GB,42,310908009
ATL,12,CHI,30,310911003
CIN,27,CLE,17,310911005
BUF,41,KC,7,310911012
PHI,31,STL,13,310911014
DET,27,TB,20,310911027
TEN,14,JAX,16,310911030
PIT,7,BAL,35,310911033
IND,7,HOU,34,310911034
CAR,21,ARI,28,310911022
MIN,17,SD,24,310911024
SEA,17,SF,33,310911025
NYG,14,WSH,28,310911028
DAL,24,NYJ,27,310911020
NE,38,MIA,24,310912015
OAK,23,DEN,20,310912007
OAK,35,BUF,38,310918002
KC,3,DET,48,310918008
BAL,13,TEN,26,310918010
CLE,27,IND,19,310918011
TB,24,MIN,20,310918016
CHI,13,NO,30,310918018
JAX,3,NYJ,32,310918020
SEA,0,PIT,24,310918023
ARI,21,WSH,22,310918028
GB,30,CAR,23,310918029
DAL,27,SF,24,310918025
CIN,22,DEN,24,310918007
HOU,23,MIA,13,310918015
SD,21,NE,35,310918017
PHI,31,ATL,35,310918001
STL,16,NYG,28,310919019
NE,31,BUF,34,310925002
SF,13,CIN,8,310925004
MIA,16,CLE,17,310925005
DEN,14,TEN,17,310925010
DET,26,MIN,23,310925016
HOU,33,NO,40,310925018
NYG,29,PHI,16,310925021
JAX,10,CAR,16,310925029
NYJ,24,OAK,34,310925013
BAL,37,STL,7,310925014
KC,17,SD,20,310925024
GB,27,CHI,17,310925003
ARI,10,SEA,13,310925026
ATL,13,TB,16,310925027
PIT,23,IND,20,310925011
WSH,16,DAL,18,310926006
CAR,29,CHI,34,311002003
BUF,20,CIN,23,311002004
TEN,31,CLE,13,311002005
DET,34,DAL,30,311002006
MIN,17,KC,22,311002012
WSH,17,STL,10,311002014
SF,24,PHI,23,311002021
NO,23,JAX,10,311002030
PIT,10,HOU,17,311002034
NYG,31,ARI,27,311002022
ATL,30,SEA,28,311002026
DEN,23,GB,49,311002009
NE,31,OAK,19,311002013
MIA,16,SD,26,311002024
NYJ,17,BAL,34,311002033
IND,17,TB,24,311003027
PHI,24,BUF,31,311009002
KC,28,IND,24,311009011
ARI,10,MIN,34,311009016
SEA,36,NYG,25,311009019
TEN,17,PIT,38,311009023
NO,30,CAR,27,311009029
CIN,30,JAX,20,311009030
OAK,25,HOU,20,311009034
TB,3,SF,48,311009025
SD,29,DEN,24,311009007
NYJ,21,NE,30,311009017
GB,25,ATL,14,311009001
CHI,13,DET,24,311010008
CAR,17,ATL,31,311016001
IND,17,CIN,27,311016004
SF,25,DET,19,311016008
STL,3,GB,24,311016009
BUF,24,NYG,27,311016019
JAX,13,PIT,17,311016023
PHI,20,WSH,13,311016028
CLE,17,OAK,24,311016013
HOU,14,BAL,29,311016033
DAL,16,NE,20,311016017
NO,20,TB,26,311016027
MIN,10,CHI,39,311016003
MIA,6,NYJ,24,311017020
SEA,3,CLE,6,311023005
ATL,23,DET,16,311023008
HOU,41,TEN,7,311023010
DEN,18,MIA,15,311023015
SD,21,NYJ,27,311023020
CHI,24,TB,18,311023027
WSH,20,CAR,33,311023029
KC,28,OAK,0,311023013
PIT,32,ARI,20,311023022
STL,7,DAL,34,311023006
GB,33,MIN,27,311023016
IND,7,NO,62,311023018
BAL,7,JAX,12,311024030
IND,10,TEN,27,311030010
NO,21,STL,31,311030014
MIA,17,NYG,20,311030019
MIN,24,CAR,21,311030029
ARI,27,BAL,30,311030033
JAX,14,HOU,24,311030034
WSH,0,BUF,23,311030002
DET,45,DEN,10,311030007
NE,17,PIT,25,311030023
CLE,10,SF,20,311030025
CIN,34,SEA,12,311030026
DAL,7,PHI,34,311030021
SD,20,KC,23,311031012
NYJ,27,BUF,11,311106002
SEA,13,DAL,23,311106006
ATL,31,IND,7,311106011
MIA,31,KC,3,311106012
TB,16,NO,27,311106018
SF,19,WSH,11,311106028
CLE,12,HOU,30,311106034
CIN,24,TEN,17,311106010
DEN,38,OAK,24,311106013
NYG,24,NE,20,311106017
STL,13,ARI,19,311106022
GB,45,SD,38,311106024
BAL,23,PIT,20,311106023
CHI,30,PHI,24,311107021
OAK,24,SD,17,311110024
NO,26,ATL,23,311113001
PIT,24,CIN,17,311113004
STL,13,CLE,12,311113005
BUF,7,DAL,44,311113006
JAX,17,IND,3,311113011
DEN,17,KC,10,311113012
WSH,9,MIA,20,311113015
ARI,21,PHI,17,311113021
HOU,37,TB,9,311113027
TEN,30,CAR,3,311113029
BAL,17,SEA,22,311113026
DET,13,CHI,37,311113003
NYG,20,SF,27,311113025
NE,37,NYJ,16,311113020
MIN,7,GB,45,311114009
NYJ,13,DEN,17,311117007
JAX,10,CLE,14,311120005
CAR,35,DET,49,311120008
TB,26,GB,35,311120009
BUF,8,MIA,35,311120015
OAK,27,MIN,21,311120016
DAL,27,WSH,24,311120028
CIN,24,BAL,31,311120033
SEA,24,STL,7,311120014
ARI,7,SF,23,311120025
TEN,17,ATL,23,311120001
SD,20,CHI,31,311120003
PHI,17,NYG,10,311120019
KC,3,NE,34,311121017
GB,27,DET,15,311124008
MIA,19,DAL,20,311124006
SF,6,BAL,16,311124033
MIN,14,ATL,24,311127001
CLE,20,CIN,23,311127004
TB,17,TEN,23,311127010
CAR,27,IND,19,311127011
ARI,23,STL,20,311127014
BUF,24,NYJ,28,311127020
HOU,20,JAX,13,311127030
CHI,20,OAK,25,311127013
WSH,23,SEA,17,311127026
NE,38,PHI,20,311127021
DEN,16,SD,13,311127024
PIT,13,KC,9,311127012
NYG,24,NO,49,311128018
PHI,14,SEA,31,311201026
TEN,23,BUF,17,311204002
KC,10,CHI,3,311204003
OAK,14,MIA,34,311204015
DEN,35,MIN,32,311204016
IND,24,NE,31,311204017
CIN,7,PIT,35,311204023
CAR,38,TB,19,311204027
NYJ,34,WSH,19,311204028
ATL,10,HOU,17,311204034
BAL,24,CLE,10,311204005
GB,38,NYG,35,311204019
DAL,13,ARI,19,311204022
STL,0,SF,26,311204025
DET,17,NO,31,311204018
SD,38,JAX,14,311205030
CLE,3,PIT,14,311208023
HOU,20,CIN,19,311211004
MIN,28,DET,34,311211008
NO,22,TEN,17,311211010
PHI,26,MIA,10,311211015
KC,10,NYJ,37,311211020
NE,34,WSH,27,311211028
ATL,31,CAR,23,311211029
TB,14,JAX,41,311211030
IND,10,BAL,24,311211033
CHI,10,DEN,13,311211007
SF,19,ARI,21,311211022
OAK,16,GB,46,311211009
BUF,10,SD,37,311211024
NYG,37,DAL,34,311211006
STL,13,SEA,30,311212026
JAX,14,ATL,41,311215001
DAL,31,TB,15,311217027
MIA,30,BUF,23,311218002
SEA,38,CHI,14,311218003
TEN,13,IND,27,311218011
GB,14,KC,19,311218012
CIN,20,STL,13,311218014
NO,42,MIN,20,311218016
WSH,23,NYG,10,311218019
CAR,28,HOU,13,311218034
DET,28,OAK,27,311218013
NE,41,DEN,23,311218007
NYJ,19,PHI,45,311218021
CLE,17,ARI,20,311218022
BAL,14,SD,34,311218024
PIT,3,SF,20,311219025
HOU,16,IND,19,311222011
DEN,14,BUF,40,311224002
ARI,16,CIN,23,311224004
JAX,17,TEN,23,311224010
OAK,16,KC,13,311224012
MIA,24,NE,27,311224017
NYG,29,NYJ,14,311224020
STL,0,PIT,27,311224023
MIN,33,WSH,26,311224028
TB,16,CAR,48,311224029
CLE,14,BAL,20,311224033
SD,10,DET,38,311224008
PHI,20,DAL,7,311224006
SF,19,SEA,17,311224026
CHI,21,GB,35,311225009
ATL,16,NO,45,311226018
DET,41,GB,45,320101009
SF,34,STL,27,320101014
NYJ,17,MIA,19,320101015
CHI,17,MIN,13,320101016
BUF,21,NE,49,320101017
CAR,17,NO,45,320101018
WSH,10,PHI,34,320101021
IND,13,JAX,19,320101030
TEN,23,HOU,22,320101034
TB,24,ATL,45,320101001
BAL,24,CIN,16,320101004
PIT,13,CLE,9,320101005
KC,7,DEN,3,320101007
SD,38,OAK,26,320101013
SEA,20,ARI,23,320101022
DAL,14,NYG,31,320101019
DAL,24,NYG,17,320905019
IND,21,CHI,41,320909003
PHI,17,CLE,16,320909005
STL,23,DET,27,320909008
NE,34,TEN,13,320909010
ATL,40,KC,24,320909012
JAX,23,MIN,26,320909016
WSH,40,NO,32,320909018
BUF,28,NYJ,48,320909020
MIA,10,HOU,30,320909034
SF,30,GB,22,320909009
SEA,16,ARI,20,320909022
CAR,10,TB,16,320909027
PIT,19,DEN,31,320909007
CIN,13,BAL,44,320910033
SD,22,OAK,14,320910013
CHI,10,GB,23,320913009
KC,17,BUF,35,320916002
CLE,27,CIN,34,320916004
MIN,20,IND,23,320916011
OAK,13,MIA,35,320916015
ARI,20,NE,18,320916017
TB,34,NYG,41,320916019
BAL,23,PHI,24,320916021
NO,27,CAR,35,320916029
HOU,27,JAX,7,320916030
WSH,28,STL,31,320916014
DAL,7,SEA,27,320916026
NYJ,10,PIT,27,320916023
TEN,10,SD,38,320916024
DET,19,SF,27,320916025
DEN,21,ATL,27,320917001
NYG,36,CAR,7,320920029
STL,6,CHI,23,320923003
BUF,24,CLE,14,320923005
TB,10,DAL,16,320923006
DET,41,TEN,44,320923010
JAX,22,IND,17,320923011
NYJ,23,MIA,20,320923015
SF,13,MIN,24,320923016
KC,27,NO,24,320923018
CIN,38,WSH,31,320923028
PHI,6,ARI,27,320923022
ATL,27,SD,3,320923024
HOU,31,DEN,25,320923007
PIT,31,OAK,34,320923013
NE,30,BAL,31,320923033
GB,12,SEA,14,320924026
CLE,16,BAL,23,320927033
CAR,28,ATL,30,320930001
NE,52,BUF,28,320930002
MIN,20,DET,13,320930008
SD,37,KC,20,320930012
SEA,13,STL,19,320930014
SF,34,NYJ,0,320930020
TEN,14,HOU,38,320930034
OAK,6,DEN,37,320930007
MIA,21,ARI,24,320930022
CIN,27,JAX,10,320930030
NO,27,GB,28,320930009
WSH,24,TB,22,320930027
NYG,17,PHI,19,320930021
CHI,34,DAL,18,321001006
ARI,3,STL,17,321004014
MIA,17,CIN,13,321007004
GB,27,IND,30,321007011
BAL,9,KC,6,321007012
CLE,27,NYG,41,321007019
PHI,14,PIT,16,321007023
ATL,24,WSH,17,321007028
SEA,16,CAR,12,321007029
CHI,41,JAX,3,321007030
TEN,7,MIN,30,321007016
DEN,21,NE,31,321007017
BUF,3,SF,45,321007025
SD,24,NO,31,321007018
HOU,23,NYJ,17,321008020
PIT,23,TEN,26,321011010
OAK,20,ATL,23,321014001
CIN,24,CLE,34,321014005
STL,14,MIA,17,321014015
IND,9,NYJ,35,321014020
DET,26,PHI,23,321014021
KC,10,TB,38,321014027
DAL,29,BAL,31,321014033
BUF,19,ARI,16,321014022
NE,23,SEA,24,321014026
NYG,26,SF,3,321014025
MIN,26,WSH,38,321014028
GB,42,HOU,24,321014034
DEN,35,SD,24,321015024
SEA,6,SF,13,321018025
TEN,35,BUF,34,321021002
CLE,13,IND,17,321021011
GB,30,STL,20,321021014
ARI,14,MIN,21,321021016
WSH,23,NYG,27,321021019
NO,35,TB,28,321021027
DAL,19,CAR,14,321021029
BAL,13,HOU,43,321021034
JAX,23,OAK,26,321021013
NYJ,26,NE,29,321021017
PIT,24,CIN,17,321021004
DET,7,CHI,13,321022003
TB,36,MIN,17,321025016
CAR,22,CHI,23,321028003
SD,6,CLE,7,321028005
SEA,24,DET,28,321028008
JAX,15,GB,24,321028009
IND,19,TEN,13,321028010
NE,45,STL,7,321028014
MIA,30,NYJ,9,321028020
ATL,30,PHI,17,321028021
WSH,12,PIT,27,321028023
OAK,26,KC,16,321028012
NYG,29,DAL,24,321028006
NO,14,DEN,34,321028007
SF,24,ARI,3,321029022
KC,13,SD,31,321101024
DEN,31,CIN,23,321104004
BAL,25,CLE,15,321104005
ARI,17,GB,31,321104009
CHI,51,TEN,20,321104010
MIA,20,IND,23,321104011
CAR,21,WSH,13,321104028
DET,31,JAX,14,321104030
BUF,9,HOU,21,321104034
TB,42,OAK,32,321104013
MIN,20,SEA,30,321104026
PIT,24,NYG,20,321104019
DAL,13,ATL,19,321104001
PHI,13,NO,28,321105018
IND,27,JAX,10,321108030
NYG,13,CIN,31,321111004
TEN,37,MIA,3,321111015
DET,24,MIN,34,321111016
BUF,31,NE,37,321111017
ATL,27,NO,31,321111018
SD,24,TB,34,321111027
DEN,36,CAR,14,321111029
OAK,20,BAL,55,321111033
NYJ,7,SEA,28,321111026
DAL,38,PHI,23,321111021
STL,24,SF,24,321111025
HOU,13,CHI,6,321111003
KC,13,PIT,16,321112023
MIA,14,BUF,19,321115002
ARI,19,ATL,23,321118001
CLE,20,DAL,23,321118006
GB,24,DET,20,321118008
CIN,28,KC,6,321118012
