,away_team,away_score,home_team,home_score,id
2325,JAX,3,NYJ,32,310918020
2326,SEA,0,PIT,24,310918023
2327,ARI,21,WSH,22,310918028
2328,GB,30,CAR,23,310918029
2329,DAL,27,SF,24,310918025
2330,CIN,22,DEN,24,310918007
2331,HOU,23,MIA,13,310918015
2332,SD,21,NE,35,310918017
2333,PHI,31,ATL,35,310918001
2334,STL,16,NYG,28,310919019
2335,NE,31,BUF,34,310925002
2336,SF,13,CIN,8,310925004
2337,MIA,16,CLE,17,310925005
2338,DEN,14,TEN,17,310925010
2339,DET,26,MIN,23,310925016
2340,HOU,33,NO,40,310925018
2341,NYG,29,PHI,16,310925021
2342,JAX,10,CAR,16,310925029
2343,NYJ,24,OAK,34,310925013
2344,BAL,37,STL,7,310925014
2345,KC,17,SD,20,310925024
2346,GB,27,CHI,17,310925003
2347,ARI,10,SEA,13,310925026
2348,ATL,13,TB,16,310925027
2349,PIT,23,IND,20,310925011
2350,WSH,16,DAL,18,310926006
2351,CAR,29,CHI,34,311002003
2352,BUF,20,CIN,23,311002004
2353,TEN,31,CLE,13,311002005
2354,DET,34,DAL,30,311002006
2355,MIN,17,KC,22,311002012
2356,WSH,17,STL,10,311002014
2357,SF,24,PHI,23,311002021
2358,NO,23,JAX,10,311002030
2359,PIT,10,HOU,17,311002034
2360,NYG,31,ARI,27,311002022
2361,ATL,30,SEA,28,311002026
2362,DEN,23,GB,49,311002009
2363,NE,31,OAK,19,311002013
2364,MIA,16,SD,26,311002024
2365,NYJ,17,BAL,34,311002033
2366,IND,17,TB,24,311003027
2367,PHI,24,BUF,31,311009002
2368,KC,28,IND,24,311009011
2369,ARI,10,MIN,34,311009016
2370,SEA,36,NYG,25,311009019
2371,TEN,17,PIT,38,311009023
2372,NO,30,CAR,27,311009029
2373,CIN,30,JAX,20,311009030
2374,OAK,25,HOU,20,311009034
2375,TB,3,SF,48,311009025
2376,SD,29,DEN,24,311009007
2377,NYJ,21,NE,30,311009017
2378,GB,25,ATL,14,311009001
2379,CHI,13,DET,24,311010008
2380,CAR,17,ATL,31,311016001
2381,IND,17,CIN,27,311016004
2382,SF,25,DET,19,311016008
2383,STL,3,GB,24,311016009
2384,BUF,24,NYG,27,311016019
2385,JAX,13,PIT,17,311016023
2386,PHI,20,WSH,13,311016028
2387,CLE,17,OAK,24,311016013
2388,HOU,14,BAL,29,311016033
2389,DAL,16,NE,20,311016017
2390,NO,20,TB,26,311016027
2391,MIN,10,CHI,39,311016003
2392,MIA,6,NYJ,24,311017020
2393,SEA,3,CLE,6,311023005
2394,ATL,23,DET,16,311023008
2395,HOU,41,TEN,7,311023010
2396,DEN,18,MIA,15,311023015
2397,SD,21,NYJ,27,311023020
2398,CHI,24,TB,18,311023027
2399,WSH,20,CAR,33,311023029
2400,KC,28,OAK,0,311023013
2401,PIT,32,ARI,20,311023022
2402,STL,7,DAL,34,311023006
2403,GB,33,MIN,27,311023016
2404,IND,7,NO,62,311023018
2405,BAL,7,JAX,12,311024030
2406,IND,10,TEN,27,311030010
2407,NO,21,STL,31,311030014
2408,MIA,17,NYG,20,311030019
2409,MIN,24,CAR,21,311030029
2410,ARI,27,BAL,30,311030033
2411,JAX,14,HOU,24,311030034
2412,WSH,0,BUF,23,311030002
2413,DET,45,DEN,10,311030007
2414,NE,17,PIT,25,311030023
2415,CLE,10,SF,20,311030025
2416,CIN,34,SEA,12,311030026
2417,DAL,7,PHI,34,311030021
2418,SD,20,KC,23,311031012
2419,NYJ,27,BUF,11,311106002
2420,SEA,13,DAL,23,311106006
2421,ATL,31,IND,7,311106011
2422,MIA,31,KC,3,311106012
2423,TB,16,NO,27,311106018
2424,SF,19,WSH,11,311106028
2425,CLE,12,HOU,30,311106034
2426,CIN,24,TEN,17,311106010
2427,DEN,38,OAK,24,311106013
2428,NYG,24,NE,20,311106017
2429,STL,13,ARI,19,311106022
2430,GB,45,SD,38,311106024
2431,BAL,23,PIT,20,311106023
2432,CHI,30,PHI,24,311107021
2433,OAK,24,SD,17,311110024
2434,NO,26,ATL,23,311113001
2435,PIT,24,CIN,17,311113004
2436,STL,13,CLE,12,311113005
2437,BUF,7,DAL,44,311113006
2438,JAX,17,IND,3,311113011
2439,DEN,17,KC,10,311113012
2440,WSH,9,MIA,20,311113015
2441,ARI,21,PHI,17,311113021
2442,HOU,37,TB,9,311113027
2443,TEN,30,CAR,3,311113029
2444,BAL,17,SEA,22,311113026
2445,DET,13,CHI,37,311113003
2446,NYG,20,SF,27,311113025
2447,NE,37,NYJ,16,311113020
2448,MIN,7,GB,45,311114009
2449,NYJ,13,DEN,17,311117007
2450,JAX,10,CLE,14,311120005
2451,CAR,35,DET,49,311120008
2452,TB,26,GB,35,311120009
2453,BUF,8,MIA,35,311120015
2454,OAK,27,MIN,21,311120016
2455,DAL,27,WSH,24,311120028
2456,CIN,24,BAL,31,311120033
2457,SEA,24,STL,7,311120014
2458,ARI,7,SF,23,311120025
2459,TEN,17,ATL,23,311120001
2460,SD,20,CHI,31,311120003
2461,PHI,17,NYG,10,311120019
2462,KC,3,NE,34,311121017
2463,GB,27,DET,15,311124008
2464,MIA,19,DAL,20,311124006
2465,SF,6,BAL,16,311124033
2466,MIN,14,ATL,24,311127001
2467,CLE,20,CIN,23,311127004
2468,TB,17,TEN,23,311127010
2469,CAR,27,IND,19,311127011
2470,ARI,23,STL,20,311127014
2471,BUF,24,NYJ,28,311127020
2472,HOU,20,JAX,13,311127030
2473,CHI,20,OAK,25,311127013
2474,WSH,23,SEA,17,311127026
2475,NE,38,PHI,20,311127021
2476,DEN,16,SD,13,311127024
2477,PIT,13,KC,9,311127012
2478,NYG,24,NO,49,311128018
2479,PHI,14,SEA,31,311201026
2480,TEN,23,BUF,17,311204002
2481,KC,10,CHI,3,311204003
2482,OAK,14,MIA,34,311204015
2483,DEN,35,MIN,32,311204016
2484,IND,24,NE,31,311204017
2485,CIN,7,PIT,35,311204023
2486,CAR,38,TB,19,311204027
2487,NYJ,34,WSH,19,311204028
2488,ATL,10,HOU,17,311204034
2489,BAL,24,CLE,10,311204005
2490,GB,38,NYG,35,311204019
2491,DAL,13,ARI,19,311204022
2492,STL,0,SF,26,311204025
2493,DET,17,NO,31,311204018
2494,SD,38,JAX,14,311205030
2495,CLE,3,PIT,14,311208023
2496,HOU,20,CIN,19,311211004
2497,MIN,28,DET,34,311211008
2498,NO,22,TEN,17,311211010
2499,PHI,26,MIA,10,311211015
2500,KC,10,NYJ,37,311211020
2501,NE,34,WSH,27,311211028
2502,ATL,31,CAR,23,311211029
2503,TB,14,JAX,41,311211030
2504,IND,10,BAL,24,311211033
2505,CHI,10,DEN,13,311211007
2506,SF,19,ARI,21,311211022
2507,OAK,16,GB,46,311211009
2508,BUF,10,SD,37,311211024
2509,NYG,37,DAL,34,311211006
2510,STL,13,SEA,30,311212026
2511,JAX,14,ATL,41,311215001
2512,DAL,31,TB,15,311217027
2513,MIA,30,BUF,23,311218002
2514,SEA,38,CHI,14,311218003
2515,TEN,13,IND,27,311218011
2516,GB,14,KC,19,311218012
2517,CIN,20,STL,13,311218014
2518,NO,42,MIN,20,311218016
2519,WSH,23,NYG,10,311218019
2520,CAR,28,HOU,13,311218034
2521,DET,28,OAK,27,311218013
2522,NE,41,DEN,23,311218007
2523,NYJ,19,PHI,45,311218021
2524,CLE,17,ARI,20,311218022
2525,BAL,14,SD,34,311218024
2526,PIT,3,SF,20,311219025
2527,HOU,16,IND,19,311222011
2528,DEN,14,BUF,40,311224002
2529,ARI,16,CIN,23,311224004
2530,JAX,17,TEN,23,311224010
2531,OAK,16,KC,13,311224012
2532,MIA,24,NE,27,311224017
2533,NYG,29,NYJ,14,311224020
2534,STL,0,PIT,27,311224023
2535,MIN,33,WSH,26,311224028
2536,TB,16,CAR,48,311224029
2537,CLE,14,BAL,20,311224033
2538,SD,10,DET,38,311224008
2539,PHI,20,DAL,7,311224006
2540,SF,19,SEA,17,311224026
2541,CHI,21,GB,35,311225009
2542,ATL,16,NO,45,311226018
2543,DET,41,GB,45,320101009
2544,SF,34,STL,27,320101014
2545,NYJ,17,MIA,19,320101015
2546,CHI,17,MIN,13,320101016
2547,BUF,21,NE,49,320101017
2548,CAR,17,NO,45,320101018
2549,WSH,10,PHI,34,320101021
2550,IND,13,JAX,19,320101030
2551,TEN,23,HOU,22,320101034
2552,TB,24,ATL,45,320101001
2553,BAL,24,CIN,16,320101004
2554,PIT,13,CLE,9,320101005
2555,KC,7,DEN,3,320101007
2556,SD,38,OAK,26,320101013
2557,SEA,20,ARI,23,320101022
2558,DAL,14,NYG,31,320101019
2559,DAL,24,NYG,17,320905019
2560,IND,21,CHI,41,320909003
2561,PHI,17,CLE,16,320909005
2562,STL,23,DET,27,320909008
2563,NE,34,TEN,13,320909010
2564,ATL,40,KC,24,320909012
2565,JAX,23,MIN,26,320909016
2566,WSH,40,NO,32,320909018
2567,BUF,28,NYJ,48,320909020
2568,MIA,10,HOU,30,320909034
2569,SF,30,GB,22,320909009
2570,SEA,16,ARI,20,320909022
2571,CAR,10,TB,16,320909027
2572,PIT,19,DEN,31,320909007
2573,CIN,13,BAL,44,320910033
2574,SD,22,OAK,14,320910013
2575,CHI,10,GB,23,320913009
2576,KC,17,BUF,35,320916002
2577,CLE,27,CIN,34,320916004
2578,MIN,20,IND,23,320916011
2579,OAK,13,MIA,35,320916015
2580,ARI,20,NE,18,320916017
2581,TB,34,NYG,41,320916019
2582,BAL,23,PHI,24,320916021
2583,NO,27,CAR,35,320916029
2584,HOU,27,JAX,7,320916030
2585,WSH,28,STL,31,320916014
2586,DAL,7,SEA,27,320916026
2587,NYJ,10,PIT,27,320916023
2588,TEN,10,SD,38,320916024
2589,DET,19,SF,27,320916025
2590,DEN,21,ATL,27,320917001
2591,NYG,36,CAR,7,320920029
2592,STL,6,CHI,23,320923003
2593,BUF,24,CLE,14,320923005
2594,TB,10,DAL,16,320923006
2595,DET,41,TEN,44,320923010
2596,JAX,22,IND,17,320923011
2597,NYJ,23,MIA,20,320923015
2598,SF,13,MIN,24,320923016
2599,KC,27,NO,24,320923018
2600,CIN,38,WSH,31,320923028
2601,PHI,6,ARI,27,320923022
2602,ATL,27,SD,3,320923024
2603,HOU,31,DEN,25,320923007
2604,PIT,31,OAK,34,320923013
2605,NE,30,BAL,31,320923033
2606,GB,12,SEA,14,320924026
2607,CLE,16,BAL,23,320927033
2608,CAR,28,ATL,30,320930001
2609,NE,52,BUF,28,320930002
2610,MIN,20,DET,13,320930008
2611,SD,37,KC,20,320930012
2612,SEA,13,STL,19,320930014
2613,SF,34,NYJ,0,320930020
2614,TEN,14,HOU,38,320930034
2615,OAK,6,DEN,37,320930007
2616,MIA,21,ARI,24,320930022
2617,CIN,27,JAX,10,320930030
2618,NO,27,GB,28,320930009
2619,WSH,24,TB,22,320930027
2620,NYG,17,PHI,19,320930021
2621,CHI,34,DAL,18,321001006
2622,ARI,3,STL,17,321004014
2623,MIA,17,CIN,13,321007004
2624,GB,27,IND,30,321007011
2625,BAL,9,KC,6,321007012
2626,CLE,27,NYG,41,321007019
2627,PHI,14,PIT,16,321007023
2628,ATL,24,WSH,17,321007028
2629,SEA,16,CAR,12,321007029
2630,CHI,41,JAX,3,321007030
2631,TEN,7,MIN,30,321007016
2632,DEN,21,NE,31,321007017
2633,BUF,3,SF,45,321007025
2634,SD,24,NO,31,321007018
2635,HOU,23,NYJ,17,321008020
2636,PIT,23,TEN,26,321011010
2637,OAK,20,ATL,23,321014001
2638,CIN,24,CLE,34,321014005
2639,STL,14,MIA,17,321014015
2640,IND,9,NYJ,35,321014020
2641,DET,26,PHI,23,321014021
2642,KC,10,TB,38,321014027
2643,DAL,29,BAL,31,321014033
2644,BUF,19,ARI,16,321014022
2645,NE,23,SEA,24,321014026
2646,NYG,26,SF,3,321014025
2647,MIN,26,WSH,38,321014028
2648,GB,42,HOU,24,321014034
2649,DEN,35,SD,24,321015024
2650,SEA,6,SF,13,321018025
2651,TEN,35,BUF,34,321021002
2652,CLE,13,IND,17,321021011
2653,GB,30,STL,20,321021014
2654,ARI,14,MIN,21,321021016
2655,WSH,23,NYG,27,321021019
2656,NO,35,TB,28,321021027
2657,DAL,19,CAR,14,321021029
2658,BAL,13,HOU,43,321021034
2659,JAX,23,OAK,26,321021013
2660,NYJ,26,NE,29,321021017
2661,PIT,24,CIN,17,321021004
2662,DET,7,CHI,13,321022003
2663,TB,36,MIN,17,321025016
2664,CAR,22,CHI,23,321028003
2665,SD,6,CLE,7,321028005
2666,SEA,24,DET,28,321028008
2667,JAX,15,GB,24,321028009
2668,IND,19,TEN,13,321028010
2669,NE,45,STL,7,321028014
2670,MIA,30,NYJ,9,321028020
2671,ATL,30,PHI,17,321028021
2672,WSH,12,PIT,27,321028023
2673,OAK,26,KC,16,321028012
2674,NYG,29,DAL,24,321028006
2675,NO,14,DEN,34,321028007
2676,SF,24,ARI,3,321029022
2677,KC,13,SD,31,321101024
2678,DEN,31,CIN,23,321104004
2679,BAL,25,CLE,15,321104005
2680,ARI,17,GB,31,321104009
2681,CHI,51,TEN,20,321104010
2682,MIA,20,IND,23,321104011
2683,CAR,21,WSH,13,321104028
2684,DET,31,JAX,14,321104030
2685,BUF,9,HOU,21,321104034
2686,TB,42,OAK,32,321104013
2687,MIN,20,SEA,30,321104026
2688,PIT,24,NYG,20,321104019
2689,DAL,13,ATL,19,321104001
2690,PHI,13,NO,28,321105018
2691,IND,27,JAX,10,321108030
2692,NYG,13,CIN,31,321111004
2693,TEN,37,MIA,3,321111015
2694,DET,24,MIN,34,321111016
2695,BUF,31,NE,37,321111017
2696,ATL,27,NO,31,321111018
2697,SD,24,TB,34,321111027
2698,DEN,36,CAR,14,321111029
2699,OAK,20,BAL,55,321111033
2700,NYJ,7,SEA,28,321111026
2701,DAL,38,PHI,23,321111021
2702,STL,24,SF,24,321111025
2703,HOU,13,CHI,6,321111003
2704,KC,13,PIT,16,321112023
2705,MIA,14,BUF,19,321115002
2706,ARI,19,ATL,23,321118001
2707,CLE,20,DAL,23,321118006
2708,GB,24,DET,20,321118008
2709,CIN,28,KC,6,321118012
2710,NYJ,27,STL,13,321118014
2711,PHI,6,WSH,31,321118028
2712,TB,27,CAR,21,321118029
2713,JAX,37,HOU,43,321118034
2714,NO,38,OAK,17,321118013
2715,SD,23,DEN,30,321118007
2716,IND,24,NE,59,321118017
2717,BAL,13,PIT,10,321118023
2718,CHI,7,SF,32,321119025
2719,HOU,34,DET,31,321122008
2720,WSH,38,DAL,31,321122006
2721,NE,49,NYJ,19,321122020
2722,MIN,10,CHI,28,321125003
2723,OAK,10,CIN,34,321125004
2724,PIT,14,CLE,20,321125005
2725,BUF,13,IND,20,321125011
2726,DEN,17,KC,9,321125012
2727,SEA,21,MIA,24,321125015
2728,ATL,24,TB,23,321125027
2729,TEN,19,JAX,24,321125030
2730,BAL,16,SD,13,321125024
2731,SF,31,NO,21,321125018
2732,STL,31,ARI,17,321125022
2733,GB,10,NYG,38,321125019
2734,CAR,30,PHI,22,321126021
2735,NO,13,ATL,23,321129001
2736,JAX,18,BUF,34,321202002
2737,SEA,23,CHI,17,321202003
2738,IND,35,DET,33,321202008
2739,MIN,14,GB,23,321202009
2740,HOU,24,TEN,10,321202010
2741,CAR,21,KC,27,321202012
2742,SF,13,STL,16,321202014
2743,NE,23,MIA,16,321202015
2744,ARI,6,NYJ,7,321202020
2745,TB,23,DEN,31,321202007
2746,CLE,20,OAK,17,321202013
2747,CIN,20,SD,13,321202024
2748,PIT,23,BAL,20,321202033
2749,PHI,33,DAL,38,321202006
2750,NYG,16,WSH,17,321203028
2751,DEN,26,OAK,13,321206013
2752,STL,15,BUF,12,321209002
2753,DAL,20,CIN,19,321209004
2754,KC,7,CLE,30,321209005
2755,TEN,23,IND,27,321209011
2756,CHI,14,MIN,21,321209016
2757,SD,34,PIT,24,321209023
2758,PHI,23,TB,21,321209027
2759,BAL,28,WSH,31,321209028
2760,ATL,20,CAR,30,321209029
2761,NYJ,17,JAX,10,321209030
2762,MIA,13,SF,27,321209025
2763,NO,27,NYG,52,321209019
2764,ARI,0,SEA,58,321209026
2765,DET,20,GB,27,321209009
2766,HOU,14,NE,42,321210017
2767,CIN,34,PHI,13,321213021
2768,NYG,0,ATL,34,321216001
2769,GB,21,CHI,13,321216003
2770,WSH,38,CLE,21,321216005
2771,MIN,36,STL,22,321216014
2772,JAX,3,MIA,24,321216015
2773,TB,0,NO,41,321216018
2774,DEN,34,BAL,17,321216033
2775,IND,17,HOU,29,321216034
2776,SEA,50,BUF,17,321216002
2777,DET,10,ARI,38,321216022
2778,CAR,31,SD,7,321216024
2779,PIT,24,DAL,27,321216006
2780,KC,0,OAK,15,321216013
2781,SF,41,NE,34,321216017
2782,NYJ,10,TEN,14,321217010
2783,ATL,31,DET,18,321222008
2784,NO,34,DAL,31,321223006
2785,TEN,7,GB,55,321223009
2786,IND,20,KC,13,321223012
2787,BUF,10,MIA,24,321223015
2788,SD,27,NYJ,17,321223020
2789,WSH,27,PHI,20,321223021
2790,CIN,13,PIT,10,321223023
2791,STL,28,TB,13,321223027
2792,OAK,6,CAR,17,321223029
2793,NE,23,JAX,16,321223030
2794,MIN,23,HOU,6,321223034
2795,CLE,12,DEN,34,321223007
2796,CHI,28,ARI,13,321223022
2797,NYG,14,BAL,33,321223033
2798,SF,13,SEA,42,321223026
2799,TB,22,ATL,17,321230001
2800,NYJ,9,BUF,28,321230002
2801,BAL,17,CIN,23,321230004
2802,CHI,26,DET,24,321230008
2803,JAX,20,TEN,38,321230010
2804,HOU,16,IND,28,321230011
2805,CAR,44,NO,38,321230018
2806,PHI,7,NYG,42,321230019
2807,CLE,10,PIT,24,321230023
2808,KC,3,DEN,38,321230007
2809,GB,34,MIN,37,321230016
2810,MIA,0,NE,28,321230017
2811,OAK,21,SD,24,321230024
2812,ARI,13,SF,27,321230025
2813,STL,13,SEA,20,321230026
2814,DAL,18,WSH,28,321230028
2815,BAL,27,DEN,49,330905007
2816,NE,23,BUF,21,330908002
2817,CIN,21,CHI,24,330908003
2818,MIA,23,CLE,10,330908005
2819,MIN,24,DET,34,330908008
2820,OAK,17,IND,21,330908011
2821,ATL,17,NO,23,330908018
2822,TB,17,NYJ,18,330908020
2823,TEN,16,PIT,9,330908023
2824,SEA,12,CAR,7,330908029
2825,KC,28,JAX,2,330908030
2826,ARI,24,STL,27,330908014
2827,GB,28,SF,34,330908025
2828,NYG,31,DAL,36,330908006
2829,PHI,33,WSH,27,330909028
2830,HOU,31,SD,28,330909024
2831,NYJ,10,NE,13,330912017
2832,STL,24,ATL,31,330915001
2833,CAR,23,BUF,24,330915002
2834,MIN,30,CHI,31,330915003
2835,WSH,20,GB,38,330915009
2836,MIA,24,IND,20,330915011
2837,DAL,16,KC,17,330915012
2838,SD,33,PHI,30,330915021
2839,CLE,6,BAL,14,330915033
2840,TEN,24,HOU,30,330915034
2841,DET,21,ARI,25,330915022
2842,NO,16,TB,14,330915027
2843,JAX,9,OAK,19,330915013
2844,DEN,41,NYG,23,330915019
2845,SF,3,SEA,29,330915026
2846,PIT,10,CIN,20,330916004
2847,KC,26,PHI,16,330919021
2848,GB,30,CIN,34,330922004
2849,STL,7,DAL,31,330922006
2850,SD,17,TEN,20,330922010
2851,CLE,31,MIN,27,330922016
2852,TB,3,NE,23,330922017
2853,ARI,7,NO,31,330922018
2854,DET,27,WSH,20,330922028
2855,NYG,0,CAR,38,330922029
2856,HOU,9,BAL,30,330922033
2857,ATL,23,MIA,27,330922015
2858,BUF,20,NYJ,27,330922020
2859,IND,27,SF,7,330922025
2860,JAX,17,SEA,45,330922026
2861,CHI,40,PIT,23,330922023
2862,OAK,21,DEN,37,330923007
2863,SF,35,STL,11,330926014
2864,BAL,20,BUF,23,330929002
2865,CIN,6,CLE,17,330929005
2866,CHI,32,DET,40,330929008
2867,NYG,7,KC,31,330929012
2868,PIT,27,MIN,34,330929016
2869,ARI,13,TB,10,330929027
2870,IND,37,JAX,3,330929030
2871,SEA,23,HOU,20,330929034
2872,NYJ,13,TEN,38,330929010
2873,PHI,20,DEN,52,330929007
2874,WSH,24,OAK,14,330929013
2875,DAL,21,SD,30,330929024
2876,NE,30,ATL,23,330929001
2877,MIA,17,NO,38,330930018
2878,BUF,24,CLE,37,331003005
2879,NO,26,CHI,18,331006003
2880,NE,6,CIN,13,331006004
2881,DET,9,GB,22,331006009
2882,KC,26,TEN,17,331006010
2883,SEA,28,IND,34,331006011
2884,JAX,20,STL,34,331006014
2885,BAL,26,MIA,23,331006015
2886,PHI,36,NYG,21,331006019
2887,CAR,6,ARI,22,331006022
2888,DEN,51,DAL,48,331006006
2889,HOU,3,SF,34,331006025
2890,SD,17,OAK,27,331006013
2891,NYJ,30,ATL,28,331007001
2892,NYG,21,CHI,27,331010003
2893,CIN,27,BUF,24,331013002
2894,DET,31,CLE,17,331013005
2895,OAK,7,KC,24,331013012
2896,CAR,35,MIN,10,331013016
2897,PIT,19,NYJ,6,331013020
2898,PHI,31,TB,20,331013027
2899,GB,19,BAL,17,331013033
2900,STL,38,HOU,13,331013034
2901,JAX,19,DEN,35,331013007
2902,TEN,13,SEA,20,331013026
2903,NO,27,NE,30,331013017
2904,ARI,20,SF,32,331013025
2905,WSH,16,DAL,31,331013006
2906,IND,9,SD,19,331014024
2907,SEA,34,ARI,22,331017022
2908,TB,23,ATL,31,331020001
2909,CIN,27,DET,24,331020008
2910,BUF,23,MIA,21,331020015
2911,NE,27,NYJ,30,331020020
2912,DAL,17,PHI,3,331020021
2913,CHI,41,WSH,45,331020028
2914,STL,15,CAR,30,331020029
2915,SD,24,JAX,6,331020030
2916,SF,31,TEN,17,331020010
2917,CLE,13,GB,31,331020009
2918,HOU,16,KC,17,331020012
2919,BAL,16,PIT,19,331020023
2920,DEN,33,IND,39,331020011
2921,MIN,7,NYG,23,331021019
2922,CAR,31,TB,13,331024027
2923,DAL,30,DET,31,331027008
2924,CLE,17,KC,23,331027012
2925,MIA,17,NE,27,331027017
2926,BUF,17,NO,35,331027018
2927,NYG,15,PHI,7,331027021
2928,SF,42,JAX,10,331027030
2929,NYJ,9,CIN,49,331027004
2930,PIT,18,OAK,21,331027013
2931,WSH,21,DEN,45,331027007
2932,ATL,13,ARI,27,331027022
2933,GB,44,MIN,31,331027016
2934,SEA,14,STL,9,331028014
2935,CIN,20,MIA,22,331031015
2936,KC,23,BUF,13,331103002
2937,MIN,23,DAL,27,331103006
2938,TEN,28,STL,21,331103014
2939,NO,20,NYJ,26,331103020
2940,SD,24,WSH,30,331103028
2941,ATL,10,CAR,34,331103029
2942,PHI,49,OAK,20,331103013
2943,TB,24,SEA,27,331103026
2944,BAL,18,CLE,24,331103005
2945,PIT,31,NE,55,331103017
2946,IND,27,HOU,24,331103034
2947,CHI,27,GB,20,331104009
2948,WSH,27,MIN,34,331107016
2949,SEA,33,ATL,10,331110001
2950,DET,21,CHI,19,331110003
2951,PHI,27,GB,13,331110009
2952,JAX,29,TEN,27,331110010
2953,STL,38,IND,8,331110011
2954,OAK,20,NYG,24,331110019
2955,BUF,10,PIT,23,331110023
2956,CIN,17,BAL,20,331110033
2957,CAR,10,SF,9,331110025
2958,HOU,24,ARI,27,331110022
2959,DEN,28,SD,20,331110024
2960,DAL,17,NO,49,331110018
2961,MIA,19,TB,22,331111027
2962,IND,30,TEN,27,331114010
2963,NYJ,14,BUF,37,331117002
2964,BAL,20,CHI,23,331117003
2965,CLE,20,CIN,41,331117004
2966,WSH,16,PHI,24,331117021
2967,DET,27,PIT,37,331117023
2968,ATL,28,TB,41,331117027
2969,ARI,27,JAX,14,331117030
2970,OAK,28,HOU,23,331117034
2971,SD,16,MIA,20,331117015
2972,SF,20,NO,23,331117018
2973,GB,13,NYG,27,331117019
2974,MIN,20,SEA,41,331117026
2975,KC,17,DEN,27,331117007
2976,NE,20,CAR,24,331118029
2977,NO,17,ATL,13,331121001
2978,PIT,27,CLE,11,331124005
2979,TB,24,DET,21,331124008
2980,MIN,26,GB,26,331124009
2981,SD,41,KC,38,331124012
2982,CHI,21,STL,42,331124014
2983,CAR,20,MIA,16,331124015
2984,NYJ,3,BAL,19,331124033
2985,JAX,13,HOU,6,331124034
2986,TEN,23,OAK,19,331124013
2987,IND,11,ARI,40,331124022
2988,DAL,24,NYG,21,331124019
2989,DEN,31,NE,34,331124017
2990,SF,27,WSH,6,331125028
2991,GB,10,DET,40,331128008
2992,OAK,24,DAL,31,331128006
2993,PIT,20,BAL,22,331128033
2994,JAX,32,CLE,28,331201005
2995,TEN,14,IND,22,331201011
2996,CHI,20,MIN,23,331201016
2997,MIA,23,NYJ,3,331201020
2998,ARI,21,PHI,24,331201021
2999,TB,6,CAR,27,331201029
3000,NE,34,HOU,31,331201034
3001,ATL,34,BUF,31,331201002
3002,STL,13,SF,23,331201025
3003,DEN,35,KC,28,331201012
3004,CIN,17,SD,10,331201024
3005,NYG,24,WSH,17,331201028
3006,NO,7,SEA,34,331202026
3007,HOU,20,JAX,27,331205030
3008,IND,28,CIN,42,331208004
3009,ATL,21,GB,22,331208009
3010,CLE,26,NE,27,331208017
3011,OAK,27,NYJ,37,331208020
3012,DET,20,PHI,34,331208021
3013,MIA,34,PIT,28,331208023
3014,BUF,6,TB,27,331208027
3015,KC,45,WSH,10,331208028
3016,MIN,26,BAL,29,331208033
3017,TEN,28,DEN,51,331208007
3018,STL,10,ARI,30,331208022
3019,NYG,14,SD,37,331208024
3020,SEA,17,SF,19,331208025
3021,CAR,13,NO,31,331208018
3022,DAL,28,CHI,45,331209003
3023,SD,27,DEN,20,331212007
3024,WSH,26,ATL,27,331215001
3025,CHI,38,CLE,31,331215005
3026,HOU,3,IND,25,331215011
3027,NE,20,MIA,24,331215015
3028,PHI,30,MIN,48,331215016
3029,SEA,23,NYG,0,331215019
3030,SF,33,TB,14,331215027
3031,BUF,27,JAX,20,331215030
3032,KC,56,OAK,31,331215013
3033,NYJ,20,CAR,30,331215029
3034,GB,37,DAL,36,331215006
3035,ARI,37,TEN,34,331215010
3036,NO,16,STL,27,331215014
3037,CIN,20,PIT,30,331215023
3038,BAL,18,DET,16,331216008
3039,MIA,0,BUF,19,331222002
3040,MIN,14,CIN,42,331222004
3041,IND,23,KC,7,331222012
3042,TB,13,STL,23,331222014
3043,CLE,13,NYJ,24,331222020
3044,DAL,24,WSH,23,331222028
3045,NO,13,CAR,17,331222029
3046,TEN,20,JAX,16,331222030
3047,DEN,37,HOU,13,331222034
3048,NYG,23,DET,20,331222008
3049,ARI,17,SEA,10,331222026
3050,PIT,38,GB,31,331222009
3051,OAK,13,SD,26,331222024
3052,NE,41,BAL,7,331222033
3053,CHI,11,PHI,54,331222021
3054,ATL,24,SF,34,331223025
3055,CAR,21,ATL,20,331229001
3056,BAL,17,CIN,34,331229004
3057,HOU,10,TEN,16,331229010
3058,JAX,10,IND,30,331229011
3059,NYJ,20,MIA,7,331229015
3060,DET,13,MIN,14,331229016
3061,WSH,6,NYG,20,331229019
3062,CLE,7,PIT,20,331229023
3063,GB,33,CHI,28,331229003
3064,DEN,34,OAK,14,331229013
3065,BUF,20,NE,34,331229017
3066,TB,17,NO,42,331229018
3067,SF,23,ARI,20,331229022
3068,KC,24,SD,27,331229024
3069,STL,9,SEA,27,331229026
3070,PHI,24,DAL,22,331229006
3071,GB,16,SEA,36,400554214
3072,NO,34,ATL,37,400554215
3073,BUF,23,CHI,20,400554232
3074,TEN,26,KC,10,400554260
3075,MIN,34,STL,6,400554217
3076,NE,20,MIA,33,400554262
3077,OAK,14,NYJ,19,400554226
3078,JAX,17,PHI,34,400554223
3079,CLE,27,PIT,30,400554221
3080,CIN,23,BAL,16,400554229
3081,WSH,6,HOU,17,400554256
3082,SF,28,DAL,17,400554269
